NameKlinik,Titel,DatumBewertung,Fachbereich,Erfahrungsbericht,Gesamtzufriedenheit,QualitätBeratung,MedizBehandlung,VerwaltungAblaeufe
Klinik Fallingbostel,sehr zufrieden,12.04.2018,Lungenheilkunde,"Diese Klinik kann man nur weiterempfehlen!!
Hervorzuheben sind alle Mitarbeiter dieser Klinik! Diese Freundlichkeit erlebt man selten! Hier spürt man, dass das Team motiviert ist. An dieser Stelle nochmals vielen Dank an alle!!!
Das Haus sowie die Zimmer ist sehr gepflegt und sauber.
Das Essen schmeckt sehr gut und ist abwechslungsreich, es gab in den 3 Wochen keine Wiederholungen! Allerdings sollte die Küchenleitung mal über weniger Convenience-Produkte nachdenken. Bei der Anzahl der Portionen wäre es sicher günstiger doch auf frische Produkte zurückzugreifen!
Die Anwendungen sind sehr gut organisiert. Wenn man sich selber bisschen kümmert und die Ärzte nach Anwendungen fragt, kommt auch keine lange Weile auf.
Der Arzt (Dr. Greg....? Lufu-Station) war sehr nett und hat auch alles super erklärt, er hat sich Zeit genommen!",star-6,star-6,star-0,star-0
Klinik Fallingbostel,enttäuscht,07.04.2018,Gefäßchirurgie,Mein Mann ist am 29 April direkt vom Krankenhaus nach der Bypass op in die Klinik gekommen . Da er Keime in Krankenhaus bekommen hat ist er völlig isoliert . Der bekommt keine Anwendungen und sitz oder liegt den ganzen Tag alleine . Zwei mal wurde sogar vergessen ihm Abendbrot zu bringen . Arztbesuch dauert grade 30 Sekunden . Ich habe mir Rehabilitation Nach so eine schwere Operstion anders vorgestellt . Wenn er noch weitere drei Wochen ohne Anwendungen dort alleine verbringen muss glaube ich nicht das solche Maßnahmen Sinn machen,star-0,star-0,star-6,star-6
Klinik Fallingbostel,Super Klinik,02.04.2018,Kardiologie,"Ich habe vom 30.03.2018 bis 01.04.2018 meinen Mann besucht und konnte in der Klinik übernachten. Es war von Anfang bis Ende total schön. Das Personal ist super freundlich, keine Frage ist diesen Personal zu viel. Das Essen war super. Im Ganzen würde ich der Klinik volle Punktzahl geben. Man kann sich glücklich schätzen hier Patient zu sein. Mein Mann ist eine Woche hier und der erste Erfolg ist zu erkennen.",star-6,star-6,star-6,star-6
Klinik Fallingbostel,Klasse Klinik,18.03.2018,Kardiologie,"Ich muss sagen diese Klinik muß man einfach empfehlen. Schon die Aufnahme sehr freundlich. Das Aufnahmegespräch mit dem Arzt war sehr gut.Er hat sich richtig Zeit genommen. Alle Ärzte, Therapeuten, sonstige Angestellte immer sehr freundlich.Die ganze Klinik sehr sauber und gepflegt. Das Essen sehr sehr gut!!! Und das wichtigste: Die Anwendungen super organisiert. Die Vorträge verständich vorgetragen. Die Kochkurse machen Spaß und sind sehr lecker. Man wird perfekt für den Alltag vorbereitet.Wenn eine Reha dann hier!!!",star-6,star-6,star-6,star-6
Klinik Fallingbostel,Tolles Angebot der Klinik!,19.02.2018,Kardiologie,"Ich habe vom 15.-16.2.18 am kostenlosen Angehörigenseminar teilgenommen und möchte mich auf diesem Wege nochmals herzlich dafür bedanken!Ein tolles Angebot,ich bekam viele Informationen von den Referenten und konnte immer Fragen stellen! Ich konnte so auch das Konzept der Klinik kennenlernen und das umfangreiche Buffet genießen!Alle Mitarbeiter begegneten mir und meiner Mutter,die sich dort zur Zeit von einer AortenklappenOP erholt, freundlich und aufmerksam! Ich kann anderen Angehörigen die Teilnahme des Angehörigenseminar nur empfehlen!!",star-6,star-6,star-6,star-6
Klinik Fallingbostel,Gute Rehaklinik,15.02.2018,Kardiologie,"Von der Aufnahme bis hin zur ärztlichen und therapeutischen Versorgen bin ich sehr zu frieden. Die Klinik ist in einem schöne Umfeld, die Mitarbeiter sind hilfsbereit und sehr um die Patienten bemüht.Das Essen ist gut und vielseitig. Nachteil sind die Betten, die sind alt und nicht mehr Zeitgemäß. Für Herzpatienten ist die Einstellmöglichkeit schwer.",star-4,star-6,star-4,star-6
Klinik Fallingbostel,Alles Bestens !,14.02.2018,Kardiologie,"Ich kann diese Bewertung natürlich nur aus der Sicht eines Patienten mit dem eigenen Krankheitsbild abgeben.

Hervorzuheben ist eine sehr gute Organisation des Klinikablaufs von Anfang an. Schon bei der Aufnahme erfolgte ein zügiges Sichten der Papiere und ein sofortiges Begleiten einer Mitarbeiterin auf das fertiggestellte Zimmer.
Das Aufnahmegespräch des freundlichen Arztes erfolgte zügig und trotz Kritik einiger Patienten in gutem Deutsch !
Der Anwendungsablauf erfolgte wunschgemäß und zielgerichtet !
Der Wunsch nach zusätzlichen Anwendungen wurde umgehend erfüllt.
Die Freundlichkeit der Mitarbeiter in allen Bereichen war immer gegeben.
Die Räumlichkeiten (einschl. Zimmer) waren gut und sehr sauber.
Das Speisenangebot war äußerst abwechslungsreich, qualitativ sehr gut und sehr schmackhaft.
Dickes Lob an die Küchenmannschaft !
Bei den Sportanwendungen in der grossen Halle habe ich nicht eine doppelte Übung in 3 Wochen machen müssen (dürfen)
Super Geräteausstattung !
Einen Wunsch hätte ich noch auch für die noch kommenden Patienten: ""Bitte etwas mehr Empathie bei dem einen oder anderen Arzt/Ärztin""
Mit zu viel Sachlichkeit sind sehr kranke Menschen oft überfordert !",star-6,star-6,star-2,star-2
Klinik Fallingbostel,nichts für richtig Herzkranke,14.01.2018,Kardiologie,"Nach einer Bypassoperation braucht man gute Ärzte, Pflege und Therapeuten. In Fallingbostel gibt es als Ärzte nur Berufsanfänger mit schlechten Deutschkenntnissen. Keine Informationen über Anwendungen und Tabletten. Die Chefarztbesprechung war auch nicht besser. Hat nicht mal 3 Minuten gedauert. Kaotischer Schreibtisch, es kam nur negatives rüber und viel Ahnung hatte sie auch nicht. Die Schester im Verbandszimmer hat sich aber echt Mühe gegeben. Sonst sind die Schwestern unterbesetzt und viele unhöflich. Die Therapeuten waren locker drauf mit denen hat es Spaß gemacht. Es gab bloß zu viele Terminüberschneidungen. Nach dem Patientenauftrieb zur Blutabnahme konnte man den ersten Termin knicken. In der Verwaltung haben die da nicht weitergeholfen, es gab schnöselige Antworten. Die Zimmer sind o.k. das Essen ist gut, abends viele verschiedene Salate. Im Ort ist nicht viel los.",star-2,star-2,star-6,star-6
Klinik Fallingbostel,Immer wieder,04.01.2018,Lungenheilkunde,"Ich kann diese Klinik nur weiterempfehlen. Es hat alles gestimmt. Die Ärzte und Schwestern sind sehr kompetent und ich fühlte mich gut aufgehoben.Auch die Therapeuten sind sehr gut geschult und gehen auf den Patienten ein.. Das Zimmer war schön groß, hell und sauber.Lob an die Reinigungskräfte. Ein weiteres Lob geht an die Küche. Viel Auswahl und sehr lecker. In 3 Wochen nicht einmal was doppelt.
Alles in allem: für mich hat alles gepasst und ich würde immer wieder in diese Klinik fahren.

Liebe Grüße aus Köln",star-6,star-6,star-0,star-0
Klinik Fallingbostel,Grauenvoll!,27.12.2017,Kardiologie,In Isolationshaft gesteckt ohne einen Abstrich zu machen...total unfreundliches Personal und Ärzte! Krankenkasse ist informiert,star-0,star-0,star-6,star-6
Klinik Fallingbostel,sehr gute Klinik 100 % Weiterempfehlung,28.11.2017,Lungenheilkunde,"Als erstes ein dickes Lob an die Abt. Pneumologie unter der Leitung von Herrn Dr. Dierich und seinem gesamten Team.
Ab dem 10.11.17 war ich für 3 Wochen in der Klinik.
Herr Dr. Dierich und seine Kollegin Frau Dr. Podewski hatten immer ein offenes Ohr für alle Fragen.
Alle Mitarbeiterinnen auf der Abt. waren immer sehr hilfsbereit, nett, freundlich, wir hatten auch was zum lachen und es war Ihnen keine Arbeit zu viel !!

Herr Matheis mit seinen Therapeutinnen und Therapeuten machen einen super Job und gehen auf die Wünsche von den Patienten immer ein.

Die Küche hat immer für ein gutes und abwechslungsreiches Essen gesorgt.
Das Zimmer war groß, schön, hell und sonnendurchflutet die Sauberkeit war gut.

Für mich war es in den letzten 20 Jahren der 4. REHA Aufenthalt und ich kann sagen es war der beste und erfolgreichste.

Wenn ich eine weitere REHA Maßnahme genehmigt bekomme, werde ich auf jeden Fall wieder nach Bad Fallingbostel kommen !!

Ich wünsche allen Klinik Mitarbeiter alles GUTE.

Viele Grüße aus dem Schwabenland
Martin M.",star-6,star-6,star-6,star-6
Klinik Fallingbostel,Empfehlenswertes Reha-Klinik,29.10.2017,Kardiologie,"Die Klinik bietet alles, was für eine erfolgreiche Reha notwendig ist. Angefangen von der Aufnahme bis zur Entlassung, alles sehr gut organisiert, es gibt nichts zu beanstanden. Die Sauberkeit im gesamten Haus bzw. im Zimmer top. Das Catering war abwechslungsreich, schmackhaft und vielfältig. In den drei Wochen gab es keine Wiederholung einer bestimmten Speise. Zu guter letzt ein dickes Lob an alle TherapeutInnen, die immer freundlich, umsichtig und hilfsbereit waren. Danke!",star-6,star-6,star-6,star-6
Klinik Fallingbostel,Sehr empfehlenswert,15.10.2017,Kardiologie,"Ich habe mit Verlängerung 4wochen in Dieser Klinik verbracht und kann sie nur weiterempfehlen. Sehr gut das Angehörigen Seminar
Super das essen,gesund und abwechslungsreich. Das Personal von den reinigungskraeften über kuechenmitarbeiter Schwestern und Ärzte allezeit freundlich und kompetent und hilfsbereit. So habe ich es für mich erlebt
Schade finde ich allerdings, dass für Raucher ein platz auf dem Gelände angeboten wird, besonders wenn man bedenkt welche Krankheiten hier behandelt werden...hier könnte ich mir mehr Informationen und Unterstützung vielleicht durch nicht Raucher Seminare vorstellen..
Besonders gut finde ich, das die behandlunsplaene nicht so überladen sind. Es bleibt immer genug Zeit bis zur nächsten Behandlung, es entsteht einfach kein Stress
Und im übrigen tut auch eine gelegentliche langweilige sehr gut, zumindest mir...",star-6,star-6,star-6,star-6
Klinik Fallingbostel,Sehr gelungener Reha Aufenthalt,30.09.2017,Kardiologie,"Eine sehr schön gelegene Klinik am Ortsrand der Stadtkern ist in 10 Minuten zu Fuß zu erreichen. Es schließt sich direkt ein Waldgebiet mit Wanderwegen an
Im Haus befindet sich eine sehr schöne Cafeteria. Die medizinische Abteilung ist sehr gut strukturiert. Es gibt eine kleine Sporthalle und ein Schwimmbad (Bahnlänge 16m). Die Behandlungsräume der Physiotherapeuten sind alle gut zu erreichen.
Das Essen ist super. Sehr zu empfehlen ist das Angehörigen Seminar.
Mein einziger negativer Punkt ist der Saunabereich, der lässt doch einige Wünsche offen. Er hat das Ambiente eines Schlachthauses.",star-6,star-6,star-6,star-6
Klinik Fallingbostel,Unbedingt zu empfehlen,29.09.2017,Kardiologie,"Anreise / Einweisung
Sehr schnelle Aufnahme. Einweisung in die Örtlichkeiten (Rundgang) auch gleich am nächsten Tag.

Zimmer / Ausstattung
Ausreichend dimensioniertes Zimmer (fast alle mit Balkon) mit Schreibtisch. Recht großes Duschbad.

Erreichbarkeit Ärzte / Schwestern
In dringenden Fällen ist der Arzt natürlich sofort erreichbar, sonst wird ein Termin meist für den nächsten Tag gemacht. Das Schwesternzimmer ist immer sofort erreichbar (kaum Wartezeit).
Die Zwischentermine oder Entlassungstermin bei Oberarzt oder Chefärztin sind natürlich Routineveranstaltungen und werden demnach zügig abgehandelt. Dort bei Bedarf schnell den Mund aufmachen, sonst ist man auch genauso schnell wieder draussen. Also vorher schon mal überlegen was man loswerden möchte.

Therapiebereich / Therapeutinnen/Therapeuten
Sehr gut ausgestattet. Große Turn-/Gymnastikhalle, vielfältige ""Muckibude"", mittelgroße Schwimmhalle und großer Ergometerraum. Achtung: Nicht jeder darf alles - je nach Krankheitsbild!
Natürlich gibt es auch weitere Annehmlichkeiten wie Fango, Massage, MedyJet (Wassermassage), etc. Aber auch hier gilt: Nicht jeder darf alles - auch abhängig davon, wofür man sich anmeldet.
Besonders zu erwähnen ist die Kompetenz und Freundlichkeit der Therapeutinnen/Therapeuten.

Infos / Infovernstaltungen
Davon gibt es reichlich und ausführlich - sowohl über die Krankheit (von der Entstehung bis zur Weiterbehandlung), als auch alles rund um das Thema Essen/Küche/Kochen - bis hin zum Einkaufen üben im örtlichen REWE-Markt.

Essen
Einfach nur gut!!!
Wer daran etwas auszusetzen hat ist ein notorischer ""Meckerpott""!
Auch sehr freundliches Küchenpersonal!

Sonstiges
Es gibt ein Sozialdienst der einem bei allen Fragen bzgl. Versicherungsträger/Krankenkasse zur Seite steht.
Telefon, TV und WLAN kosten jeweils 1 EURO/Tag, wobei das LAN/WLAN doch sehr überholbedüftig ist (langsam, fällt auch mal aus).

Alles in allem habe ich mich hier sehr wohl gefühlt und spreche daher eine klare Empfehlung aus!",star-6,star-6,star-6,star-6
Klinik Fallingbostel,Das ist die richtige Klinik,23.09.2017,Kardiologie,"Aufenthalt zur REHA vom 01.09.2017 bis zum 22.09.2017.

Kompetente Ärzte, sowie tolle Seminarleiter, alle sehr freundlich, gute Küche und auch dort prima Personal.

Fühlte mich in der Zeit gut aufgehoben und versorgt!

Vielen Dank nochmals auf diesem Wege

Mit freundlichem Gruß


Kurt Kluske",star-6,star-6,star-6,star-6
Klinik Fallingbostel,Empfehlenswert,20.09.2017,Kardiologie,"Empfehlenswert!
Top Klinik mit hervorragende Küche.",star-6,star-6,star-4,star-4
Klinik Fallingbostel,Gute Medizinische Betreuung.,17.09.2017,Kardiologie,"Sehr gute medizinische Behandlung,gute Ärzte.Schwestern und Therapeuten nett und hilfsbereit,gaben ihr Wissen gut wieder.",star-4,star-4,star-4,star-6
Klinik Fallingbostel,Angehörigenseminar,30.08.2017,Kardiologie,"Ich war in der Klinik nur 4 Tage, weil ich an einen Seminar für Angehörigen teilgenommen habe.
Mein ganz herzlicher Dank für eine so tolle Idee!!
Ich habe mich umfangsreich über KHK-Bild, Therapiemöglichkeiten, gesunde Ernährung und Nachsorgemöglichkeiten informiert. Das war sehr interessant und hilfreich. Besonders viel habe ich von den Vorträgen gelernt. Die waren großartig! In sehr freundlicher Atmosphäre haben wir (die Angehörigen) viele Möglichkeiten zu bewegen, zu lernen und zu lecker und gesund essen gehabt. Einfach habe ich mich rundherum wohlgefühlt! Auch im Schwimmbad konnte ich eine Stunde aktiv schwimmen.
Jetzt fühlen wir uns viel besser auf unsere zukünftiges Leben nach der Herz-OP vorbereitet.
Vielen Dank für alles und viel, viel Erfolg für die Zukunft! Herzlich dankbar.",star-6,star-6,star-2,star-4
Klinik Fallingbostel,nach herzinfarkt,07.08.2017,Kardiologie,"Das Zimmer mit Balkon war sehr schön eingerichtet.
Auch finde ich es nicht so schlimm wie meine Vorredener für TV/Internet/und Telefon pro Tag jeweils 1.Euro zu bezahlen.Ich hatte zwar nur TV aber man will sich ja in Ruhe erholen.Die Anwendungen wie Wechselbäder(Füsse)Fango und Massagen war sehr gut.Auch das Personal dort war freundlich und hilfsbereicht.Auch Ergometrie und die Hockergymastik waren sehr gut sodas ich die Übungen zu Hause weiter mache.note:gut

Was überhaupt nicht geht ist das Personal im Bereich medizinsche diagnostic(belastungs ekg).
hier hat eine dame ihren beruf verfehlt.es geht nicht an wenn man nicht mehr radfahren kann,weil die luft wegbleibt und es wird einem gesagt""Sie schwindeln mich an"".und diese wir sogar später fälschlich im entlassungsbericht als mangelnde mitarbeit bezeichnet.wollte 2mal die pflegedienstleitung sprechen aber es passierte nichts.dafür fehlt bei mir jedes verständniss.
hierfür gibt es die note:ungenügend.

das essen war ausgewogen und sehr nahrhaft.
note.eins mit sternchen

ps:besondern dank an den psyologischen dienst und
an die seelsorge",star-4,star-2,star-6,star-6
Klinik Fallingbostel,Eine gute Entscheidung,24.07.2017,Kardiologie,"Im September 2016 wurde mir im Klinikum Bad Oeynhausen ein Dreikammer Defi implantiert. ( CRT- D )
Auf Anraten meines Hausarztes und meiner Familie habe ich mich von der Notwendigkeit einer Reha Maßnahme überzeugen lassen.
Mit sehr viel Vorbehalten habe ich dem zugestimmt und bin in die Klinik Bad Fallingbostel zu dieser Maßnahme gefahren.
Es war eine gute Endscheidung.
Es gab einen ausgesprochen freundlichen Empfang , ich wurde bis auf mein Zimmer begleitet und mit der Klinik in groben Zügen vertraut gemacht.
Die noch Vormittags durchgeführte Aufnahmeuntersuchung und das anschließende Gespräch mit der Assistenzärztin war sehr
Intensiv und sehr Aufschlussreich.
Die Behandlungen wurde auf die individuellen REHA-Ziele und meine persönlichen Ziele abgestimmt und angepasst.
Die Ärzte, Schwestern, Therapeuten und Servicekräfte waren sehr kompetent, sehr bemüht und auch sehr freundlich.
Das Essen war ausgesprochen vielseitig, reichhaltig und sehr schmackhaft. Fast zu gut zum abnehmen. Ich persönlich habe in meinem Umfeld in der Klinik Niemanden gefunden der mit dem Essen nicht zufrieden war.
Auch die Vorträge zu den unterschiedlichen Themen waren sehr aufschlussreich und informativ.
Alles in allem war diese Therapie für mich ein voller Erfolg und ich würde jederzeit gerne wieder herkommen.",star-6,star-6,star-6,star-4
Klinik Fallingbostel,Hier kommt man zur Ruhe - und zu Kräften,04.06.2017,Kardiologie,"Bin im Mai 2017 drei Wochen dort gewesen und kann nur gutes berichten.
Die Sportgruppen sind gut - die ärztliche Betreuung knapp - aber gut.
Die angebotenen Vorträge bringen einm viel Wissen zu seiner Krankheit.
Das Einzelzimmer war befriedigend ausgestattet - ich habe den Balkon geliebt, da ich Morgensonne hatte.
Das Salatbuffet ist vom allerfeinsten - auch wenn ich es nach drei Wochen nicht mehr sehen konnte.

Die Kritiken hier, was das ""rumhängen"" anbelangt kann ich nicht teilen.
JA - man hat viel freie Zeit - aber wer Non-Stop-Unterhaltung braucht kann ja in den Robinson-Club mit 24 Stunden Animation gehen.

Ich habe die ersten drei Tage geflucht weil das Smartphone nicht so gut ging, wegen schlechtem Netz.

Danach habe ich es genossen - keine Mails -. keine Whats up - Handy umgeleitet.

Ruhe !!!

Solchen Pausen werde ich jetzt öfter einlegen - verdammte permanete Erreichbarkeit und der damit verbundenen Druck mitmachen zu müssen.

Also - ich würde wieder hin - Danke für eine angenehme, hilfreiche und erfolgreiche REHA.",star-6,star-4,star-6,star-6
Klinik Fallingbostel,Sehr gute Reha-Klinik,24.05.2017,Kardiologie,"Wir waren als Patient zur Vorsorge-Heil-Behandlung in der Zeit vom 07.05-21.05.2017 in der Klinik. Wir haben in den letzten 12 Jahren bereits in verschiedenen Kliniken Deutschlands an VH-Behandlungen teigenommen. Hier hat es uns bisher am besten gefallen. Es war alles rundum sehr gut.
Hervorzuheben sind:
Die medizinische Betreuung und die aufmunternde, vielseitige Gymnastik,
Das stets freundliche Entgegenkommen des Personals,
Die sehr schmackhafte, bekömmliche und abwechslungsreiche Küche.
Außerdem haben uns sehr gefallen:
Die Abendveranstaltungen im Vortragssaal,
Der Raum für die Stille und
Die Andacht ein Mal wöchentlich am Nachmittag.
Ein Vorschlag für die Zukunft:
Es sollte ein offenes Singen für interessierte Patienten an einem Nachittag mit einem Chorleiter eingeführt werden.
Bitte liebe Klinikmitarbeiter macht weiter so.",star-6,star-6,star-6,star-4
Klinik Fallingbostel,Kompetenz-Engagement- human - insbesondere in Stresssituationen,03.05.2017,Lungenheilkunde,"I.d.Z. v. 27.03.2017 - 17.04.17 war ich Patient nach DLTX in Ihrem Hause. Insgesamt war ich das 3te mal bei Ihnen.
Ich kann über die Pneumologie nur Gutes berichten. Angefangen beim Chefarzr Herrn Dr. Dierich seiner Oberärztin und Stationsärztin sowie allen Schwestern. Dr. Dierich - der gefühlt immer da zu sein scheint - bis zu den Schwestern alle leisten mit Kompetenz-Engagement insbesondere in Stresssituationen was gerade vor Ostern - bedingt durch eine Vielzahl an Patientenwechsel der Fall war - ihren Dienst. Sie bewahrten die Ruhe und behandelten auch die (unruhigen jeder will der erste sein) Patienten human und immer zuvorkommend und freundlich.
Ferner sieht man den Chefarzt/Oberärztin/Stationsärztin wie sie Patienten im Rollstuhl zur Untersuchung fahren -Teamwork- sieht man nicht oft von Ärzten. Auch ausserhalb der Visitezeiten ist das Ärzteteam jederzeit ansprechbar - nimmt sich die erforderliche Zeit um adäquat zu reagieren.
Zu den Schwestern möchte ich noch folgendes erwähnen. Auffälig ist das sie fast alles im ""Laufschritt"" machen - immer flott unterwegs dabei aber genau und Patientenorientiert. Auch wenn Dienstverlängerungen erforderlich waren, wurde dies ohne Murren und mit voller Motivation ausgeführt. Ich gebe zu Bedenken: Pro Schicht besser 1 Schwester mehr zu Dienst einteilen - denn ""Maschienen"" sind das nicht - die Schwestern geben wirklich alles aber irgentwann geht es an die Substanz. Vielleicht mal weniger Gewinnorientiert als Unternehmer und i.S. der MA handeln. Denke es zahlt sich letztlich aus.
Abschliessend möchte ich auch noch das Engagement der Ernährungswissenschaftlerin Frau Uta Reinecke ansprechen. Sie bietet an auch nach Abschluss der Reha über die bekannten Wege mit Rat und Tat den Patienten zur Seite zu stehen was die Ernährung angeht. Ich habe es schon mehrfach genutzt. Meine mail wurde immer innerhalb kürzester Zeit beantwortet.
Ich werde bestimmt wiederkommen und sie weiterempfehen.",star-4,star-6,star-2,star-0
Klinik Fallingbostel,Eine sehr schlechte Klinik,13.04.2017,Kardiologie,"Für alleinstehende und wer gerne rumgammelt ist's hier wohl OK.
Jedoch nichts für Patienten der Kardiologie die gerne einer Reha nachgehen möchten und sich ""eigentlich"" nicht aufregen sollten.
Rein kommerziell ausgerichtete Klinik.
Persönliche Bedürfnisse müssen hier hinten an gestellt werden.
Da es Geld einbringt, kloppen die dir sogar für die Frau und 2 Nächte ein Zusatzbett ins Krankenzimmer, wo eh kein Platz ist und es gegen die eigenen Bestimmungen verstößt, da für diesen Zweck eigentlich geeignete Zimmer vorhanden sind!",star-2,star-0,star-6,star-6
Klinik Fallingbostel,Unbedingt weiter zu empfehlen,22.03.2017,Kardiologie,"Das Angehörigenseminar ist sehr interessant und aufschlussreich. Man erhält sehr viele Anregungen zur Vorsorge und Umgang mit der Krankheit.
Die Organisation der Termine ist prompt und sehr stimmig. Sämtliche Stationen der Klinik sind sehr gut ausgerichtet. Man erreicht alles schnell und unkompliziert.
Es wird ständig und überall, freundlich Hilfe angeboten, somit ist das Ankommen und der Aufenthalt sehr angenehm.
Man spürt das Bemühen um die Patienten rundum.
Die Verpflegung ist sehr gut auf die Bedürfnisse der Patienten ausgerichtet und ist sehr schmackhaft, abwechslungsreich und ausgewogen.
Die Zimmer sind sehr geräumig und gut eingerichtet.
Rundum weiter zu empfehlen.",star-6,star-6,star-6,star-6
Klinik Fallingbostel,wundervolle Genesung,21.03.2017,Lungenheilkunde,"Ich war vom 30.11.2016 bis 21.12.2016 Patientin in der Klinik Fallingbostel.Zuvor habe ich 6 Wochen mit einer schweren Lungenentzündung im Krankenhaus gelegen. Diese Rehaklinik hat mir wirklich sehr geholfen, ich habe mich vom ersten Tag an wohl gefühlt.Ab 3. Tag des Aufenthaltes ging es deutlich bergauf mit meiner Genesung, es war alles top, die Ärzte, die Therapeuten, das Klinikpersonal, alle waren freundlich und man wurde wirklich,,bekümmert,,.Ein grosses Lob auch an die Küche...das Essen war immer hervoragend! Ich danke Allen die mich wieder auf die Beine gebracht haben! Heute geht es mir wieder sehr gut...geh nach einer Wiedereingliederung wieder Vollzeit arbeiten und bin wieder richtig fit.
Viele liebe Grüsse aus Braunschweig.",star-6,star-6,star-6,star-6
Klinik Fallingbostel,Angehörigenseminar,05.03.2017,Kardiologie,"Ich war zum Angehörigenseminar.
Voll auf zufrieden,toll das man so etwas anbietet.
Kann ich nur empfehlen.",star-6,star-6,star-0,star-4
Klinik Fallingbostel,Man wird als Gesund Entlassen und soll am nächsten Tag wieder arbeiten gehen.,14.12.2016,Kardiologie,Bei der ersten Rehabilitation ihrem Hause ..wurde mein Mann als Gesund entlassen...Medikamente wurden weggelassen die erst angesetzt worden sind...Ärzte hören nicht zu...Manche sind der deutschen Sprache nicht mächtig ...Nun das 2 mal leider in der Klinik. ..Ging halt nicht anders ..Kaum angekommen nach einer großen Herz OP wobei er gerade mit Medikamenten eingestellt wurde ..wurden sie gleich wieder von einer Ärztin umgestellt. ..Ohne Begründung. .Der Hammer kommt ja noch ...Die Schwester kommt ins Zimmer und fragt meinen Mann wie hoch der Perfusor in der Klinik eingestellt war...Ich bin fassungslos ...Dann fragt sie sind sie schon mit Marcumar angefangen ...Also ich habe sehr große Angst um meinen Mann. ..Er wollte gerne eine Kopie vom Arztbericht...Diese hat man ihm nicht rausgegeben..Das ist deren Pflicht ...Sollte da in den nächsten Tagen noch mehr laufen ...Werde ich meinen Mann aus dieser Klinik rausholen...Ach noch etwas ..Er sollte nach der ersten Woche der großen Herz OP Bäder bekommen und schwimmen. ..unglaublich.,star-0,star-0,star-6,star-6
Klinik Fallingbostel,sehr zufrieden,23.11.2016,Lungenheilkunde,"Ich habe mich in der Klinik Fallingbostel vom ersten Tag gut aufgehoben gefühlt.Die Patienten werden direkt an der Rezeption abgeholt und zu ihren Zimmer gebracht.Darauf folgt die Aufnahmeuntersuchung. Die Behandlungen sind auf die individuellen REHA-Ziele angepasst. Die Ärzte, Schwestern, Therapeuten und Servicekräfte sind sehr kompetent.",star-6,star-4,star-6,star-6
Klinik Fallingbostel,BIN GEHEILT WITZ,23.10.2016,Gefäßchirurgie,DIE REHA WAR SO SEHR SCHÖN NUR DIE ÄRZTE SCHREIBEN VERKEHRTE BERICHTE ICH WÄRE GESUND BIN ABER SEHR KRANK,star-4,star-6,star-6,star-6
Klinik Fallingbostel,Kompetenz auf hohem Niveau,19.10.2016,Kardiologie,"War aktuell zur AHB nach einem Infarkt in der Rehaklinik Fallingbostel.Während dieser Zeit fühlte ich mich dort sehr gut aufgenommen.Jeder Mitarbeiter war um das Wohl der Patienten zu jeder Zeit bemüht.Sowohl die Therapien,Behandlungen und Seminare waren undividuell abgestimmt und sehr vielschichtig.Beeindruckt war ich von der Freundlichkeit der Mitarbeitenden in der Klinik.Auch die sehr abwechslungsreiche Küche verdient ein dickes Lob.Die Klinik ist von einem sehr schönen Park umgeben,grenzt an einen Wald,also, wunderschön gelegen und bis Fallingbostel zu Fuß gut erreichbar.Ich kann diese Klinik uneingeschränkt empfehlen.",star-6,star-6,star-0,star-4
Klinik Fallingbostel,Schlechte medizinische Abteilung,06.09.2016,Kardiologie,Medizinische Abteilung ist größtenteils der deutschen Sprache nicht mächtig.,star-0,star-0,star-0,star-6
Klinik Fallingbostel,Die besten Pflegeschwestern können mangelhafte Ärzte nicht ersetzen!,20.08.2016,Kardiologie,"Positive Erfahrungen:

Sehr positiv: Sehr freundliche und jederzeit hilfsbereite Pflegeschwestern!

Sehr positiv: Sehr freundliches weiteres Personal!

Sehr positiv: Sehr gute, abwechsungsreiche und gesunde Verpflegung!(Stand: Juni 2016)

Positiv: Schöne freundliche Zimmer.

Positiv: Schöne Umgebung


Negative Erfahrungen:

Sehr negativ: große Verständigungsschwierigkeiten mit den ausländischen Assistenzärzten! Mögliche Fehldiagnosen dadurch nicht ausgeschlossen.Dieser Umstand Bedarf einer dringenden Veränderung.

Sehr negativ: Teilweise arrogante Oberärzte die dem Patienten herablassend begegnen!

Sehr Negativ: Schlechte Koordination von Behandlungsterminen. Dadurch wurden bei mir Behandlungsbereiche erst duch intensive Nachfrage terminiert.

Negativ: Beschränkte und schwierige Zugänge zum Internet und TV.",star-2,star-4,star-6,star-6
Klinik Fallingbostel,Klinik als Gesamtheitbild gut,11.08.2016,Kardiologie,Von Ankunft bis Entlassung ist man sehr gut Aufgehoben,star-6,star-6,star-4,star-4
