Name der Klinik,Bewertung,Sternebewertung,Zufriedenheit,Polarity Level,Polarity Stimmung
MediClin Klinikum Soltau,Die Therapeuten sind nett und hilfsbereit. Ärzte sind ebenfalls sehr zuvorkommend. Zimmer haben gutes WLan gegen Bezahlung. Lediglich das Essen könnte etwas verbessert werden.,4,Positiv,0.8500000000000001,Positiv
MediClin Klinikum Soltau,Kann einige Beurteilungen nicht verstehen. Ich war jetzt 5 Wochen in dieser Klinik und war rundum zufrieden.  Alle Therapeuten sowie Ärzte und Psychologen sind immer bemüht und gut gelaunt.  Man muss sich natürlich auf die Anwendungen einlassen. Das Angebot ist gut und Langeweile kommt selten auf.  Die Umgebung ist schön und der Wald lädt zum Spazieren gehen ein. Entschleunigung garantiert.  Zimmer gut und man hat alles was man braucht.  Essen... reichlich Auswahl. Klar kein Gourmettempel aber ich habe auch schon schlechter im Krankenhaus gegessen.  Einen Minuspunkt gibt es aber... dafür kann die Klinik nichts...  Soltau ist öde... außer das Brauhaus und der Wurststand am Samstag ( Insider an Jens S.)  In diesem Sinne macht euch keinen Kopf und genießt Die Zeit..,5,Positiv,0.45,Positiv
MediClin Klinikum Soltau,"Sehr gute und empathische Therapeuten, breites Freizeitangebot und für eine Klinik gutes und vielseitiges Essen. Zimmer sauber. Einziger Kritikpunkt.... WLAN und Telefon ist viel zu teuer und die Preise im Kiosk sind völlig überzogen. Ansonsten top👍",4,Positiv,0.125,Positiv
MediClin Klinikum Soltau,"Sehr schöne Reha Klinik. Das Pflegepersonal, die Ärzte, die Therapeuten, also alle sind hier total nett und helfen einem auch. Das Essen schmeckt auch. Hier wird auch viel abends angeboten, natürlich nur wer möchte. Zimmer sind auch sehr schön. Also weiter so. Das macht ihr klasse 👍🏻👍🏻👍🏻",5,Positiv,0.48809523809523814,Positiv
MediClin Klinikum Soltau,"Leider kann ich auch kaum etwas positives Berichten, für ältere Menschen die nicht mehr wirklich am Leben teilnehmen scheint diese Anstalt ausreichend zu sein. Leider musste ich die Erfahrung machen das man dort nicht als Patient oder Mensch wargenommen wird sondern als Ware man bekommt Pakete zugeteilt wenn man nach anderen Behandlungen fragt bekommt man diese nach 4 Wochen. Das Pflegepersonal war super die Ärzte leider weniger können kaum deutsch schreiben falsche Medikationen auf.  Die Lage der Klinik ist eher bescheiden wenn man nicht weit laufen kann ich man dort zu ziemlich gefangen.",2,Negativ,-0.0875,Negativ
MediClin Klinikum Soltau,"Ich gehe davon, dass es hier irgendwelche vorteile gibt. Daher gebe ich 2 Sterne. Was mich jedoch an den grenzen gebracht hat ist die folgendes: Freundin war 5 wochen hier. Es gab keine möglichkeit sich ketogen zu ernähren, d.h. sie musste sich selber die 5 wochen mit 3ssen vom supermarkt versorgen! Darüberhinaus was völlig unmenschlich war! Es gab keine möglichkeit, dass sie vom zimmer raus telefoniert. KEIN mobiler empfang für eines der 2 netzanbieter. Kein WLAN! Es gab nur die möglichkeit für 35€! In worten fünf und dreizig euro! Für 3 Wochen NUR für ein einziges gerät wlan zu buchen! Also absolut denkbar den höchsten wucherpreis ever! Also aus meiner sicht ausschliesslich für menschen geeignet, die an einer einzelhaft interessierr sind und 5 wochen keinen kontakt mit der aussenwelt haben wollen geeignet. Da der menschen ein herdentier ist und hier der kontakt zu lieben so dermaßen unmöglich gemacht wird, würde mich der aufenthalt eher psychiatriereif machen als mich zu rehabilitieren 😂",2,Negativ,0.12142857142857143,Positiv
MediClin Klinikum Soltau,"Hervorragende Versorgung in der FrühReha durch Mitarbeiter, die für schwer erkrankte Menschen immer ein freundliches Wort übrig haben. Kompetent und für die Nöte und Sorgen der Angehörigen stets ein offenes Ohr. Besonders hervorzuheben ist die unglaubliche Einsatzbereitschaft des Chefarztes Dr. Philipp Hüllemann. Habe große Unterstützung empfunden als Ehefrau eines schwer erkrankten Patienten. Natürlich ist auch die Leistung der Ärzte im Bereich der FrühReha mit sehr gut zu bewerten‼️",5,Positiv,0.67,Positiv
MediClin Klinikum Soltau,Ich war fast 4 Monate in der Klinik. Die Therapeuten und das Pflegepersonal sind ganz große Klasse . Leider kann man das vom Essen nicht so behaupten Na klar geht es aber mehr auch nicht. Ich bin therapeutisch und pflegerisch bestens versorgt worden . Ich würde jederzeit wieder dort hingehen,4,Positiv,0.3,Positiv
MediClin Klinikum Soltau,Ich habe mich absolut wohl aber voll allem sehr gut aufgehoben gefühlt. Hervorragende Therapeuten! Sehr gerne wieder!,5,Positiv,0.6166666666666667,Positiv
MediClin Klinikum Soltau,"Super reha,super Therapeuten, individuelle Anwendungen,Essen war gut,Zimmer ob,Ärzte supernett genau wie das küchenpersonal.die Reinigungskräfte waren naja....ziemlich schnell.reha hat viel gebracht.empfehlenswert",5,Positiv,0.5,Positiv
MediClin Klinikum Soltau,"Sehr gute Therapeuten, Ich habe viel gelernt und mir wurde wirklich viel geholfen! Top Klinik! Nur zu empfehlen!",5,Positiv,0.7777777777777777,Positiv
MediClin Klinikum Soltau,Die Neurologie ist nur zu empfehlen.,5,Positiv,1.0,Positiv
MediClin Klinikum Soltau,"Alles in allem ok. Die Klinik ist ganz in Ordnung. Das Zimmer war schön älter aber ordentlich. Jeden Tag kam der Putzdienst. Der erste Arzt war etwas schlampig, aber das passiert immer wieder bei Assistenzärztin. Die zweite Ärztin war top. Die Therapeuten waren alle nett und gut. Das Therapie Angebot wirklich umfangreich. Das Schwimmbad und die Trainingsgeräte kann man nach Feierabend und am Wochenende noch nutzen. Die Sporthalle steht ebenfalls offen und es werden Fahrräder und Trainingsmaterial verliehen. Die Therapieplanung war sehr gut. 7-8 Anwendungen mit (außer zum Mittag) meist 30min Pause. Manchmal geht's halt nicht besser und man hat doch mal 3 Std. nix. Aber das kam nur zwei mal in 4 Wochen vor. Die Stadt ist nicht so irre weit weg, nen Netto und Edeka sogar noch näher. Vor der Tür ist ein schöner ruhiger Wald. Das Essen war ok und bot genug Auswahl. Ist ja kein Hotel. Dafür war ok. Das Mittagessen kann man bunt kombinieren, wenn man möchte. Die Vorträge waren durchaus gut vorgetragen, haben sich aber im Inhalt wiederholt, das könnte man besser machen. Die Station war super. Ich habe vorab spezielle Hilfsmittel direkt an die Stationsschwester durchgeben, die am Anreisetag morgens geliefert wurden. Auch Therapieänderungen waren häufig am nächsten Tag im Plan. Die Verwaltung ist gut organisiert. Nur das WLAN ist mit 35EUR für 3 Wochen (Stand 10/2019) und 15EUR für 1 Woche sehr teuer. Jeden Abend gibt es Veranstaltungen. Vom Filmabend bis Gitarrenkurs oder Singen wird viel geboten. Ist zwar für die Kerngruppe Ü50 ausgelegt, aber das war zu erwarten. Alles in allem war alles ok. Zimmer ok. Essen ok. Verwaltung und Therapie gut. Angebote gut. Alles nichts besonderes, aber außer einem inkompetent Arzt (begegnet einem im besten Haus) nichts zu meckern.",3,Positiv,0.27638888888888885,Positiv
MediClin Klinikum Soltau,"Meine Mutter war 2015 dort und ich schreibe diese Rezension, weil sie immer noch weint, wenn sie über ihren Aufenthalt dort spricht. Schlimm!! Einschüchternde Äußerungen der Neurotherapeutin (oder Ärztin) wie z.B.  „...wenn Sie das jetzt nicht vernünftig nachsprechen, kommen Sie hier nicht so schnell wieder raus, das verspreche ichvIhnen, denn ich habe den längeren Arm...“ sagt schon alles. Junge Pflegerinnen, die reinkommen und meiner Mutter Papiere aufs Bett schmeißen mit den Worten „Lesen Sie sich das gefälligst genauer durch!“ und sofort wieder den Raum verlassen, sagt auch schon einiges über deren Therapiemaßnahmen aus. (Die Papiere waren übrigens für die Zimmernachbarin ;-) Einzig der Therapeut der PME mit meiner Mutter machte war äußerst einfühlsam und freundlich, sogar lieb. Leider war er nur kurz da und ging kn den Urlaub, dennoch meinen herzlichsten Dank, denn von ihm spricht meine Mutter mit voller Freude. Wir werden diese Klinik definitiv meiden.",1,Negativ,-0.13809523809523808,Negativ
MediClin Klinikum Soltau,War nach Rücken OP dort. Mir wurde ein Therapie Plan auf meine Bedürfnisse zugeschnitten der mir sehr geholfen hat. Klar ist eine Reha Klinik und kein 5 Sternehotel dementsprechend ist auch das Essen.Es hat geschmeckt und hat satt gemacht.Das Personal und die Therapeuten sind sehr freundlich und kümmern sich um jeden. Würde jederzeit wieder dort eine Reha machen.,5,Positiv,0.21250000000000002,Positiv
MediClin Klinikum Soltau,"Ich werde insgesamt 7 Wochen hier sein und kann die Abteilung der Psychosomatik ganz klar empfehlen. Es gib ein großes Angebot an themenzentrierten psychotherapeutischen Gruppengesprächen, insgesamt nette engagierte Psychotherapeuten und die Tanztherapie ist sooo toll. Die Ärzte sind nett und das Sportprogramm ist vielfältig. Es gibt ein sehr engagiertes Team von Ernährungstherapeuten. Man kann hier viel für sich erreichen. Wer am Essen rummeckert oder am Wlan.... der beschränkt sich aus meiner Sicht auf völlig unwichtige Dinge während einer psychosomatischen Reha.",5,Positiv,0.5750000000000001,Positiv
MediClin Klinikum Soltau,Positiv überrascht wie mit schwer kranken Menschen umgegangen wird.Freundlich und liebevoll! Menschenwürdig!!!! Riesenunterschied zu allen KH. Hier wird sich gekümmert.,4,Positiv,0.3333333333333333,Positiv
MediClin Klinikum Soltau,"Pflege ist gut. Alle Angestellten sehr freundlich. Die Ärzte nehmen sich Zeit, Kümmern sich und klären sehr gut und verständlich auf.",4,Positiv,0.9333333333333332,Positiv
MediClin Klinikum Soltau,"Zum Großteil gibt es keine negativen Punkte. Das Personal (PflegerInnen, Verwaltungsassistenten, Servicekräfte etc. ) sind sehr bemüht die Wünsche und Bedürfnisse der Patienten gerecht zu werden. Dies erfolgt auf eine sehr liebevolle Art und Weise. Die Freizeitmöglichkeiten (intern und extern) sind sehr zufriedenstellend. Zudem ist der Shuttleservice eine gute Möglichkeit für nicht mobile Rehabilitanten in die Stadt zu gelangen😊. Klar zahlt man für WLAN (grottigen Empfang auf dem Gelände und im Haus), was aber in Ordnung ist. Selbst die Leihfahrräder sind erschwinglich. Lediglich habe ich was an der Hygiene/Reinigung (in meinem Zimmer) zu bemängeln. Es wurde nur grob durch gesaugt, der Müll geleert und grob die Toilette abgewischt. Ich selbst habe mir ein Allzweckreiniger besorgt, weil das Waschbecken sehr staubig war und die Duscharmaturen voller Kalk waren. Ich kann verstehen das die Damen wenig Zeit haben. Aber es sollte denen ermöglicht werden das sie wenigstens bei einer Grundreinigung solche Bereiche reinigen zu können. Fazit: Eine sehr kompetente Klinik die was von ihrem Tun und Handeln versteht und bis auf den Mangel an Reinigung echt zu empfehlen ist! 😊",4,Positiv,0.19999999999999998,Positiv
MediClin Klinikum Soltau,Die Therapien sind im Vergleich zu anderen Kliniken sehr gut nur leider ist das Essen ausbaufähig. Dennoch für eine Reha auf Grund der guten Fachkompetenz des Personals zu empfehlen.,4,Positiv,1.0,Positiv
MediClin Klinikum Soltau,"Abteilung Psychosomatik. Die Gruppengespräche sind schlecht geleitet, die Einzelgepräche selten und nicht Fachlich kompetent. Schlechte Möglichkeiten für Entspannungstechniken, keine guten Programme. Der Mensch ist eine Nummer. Die zwei Sterne gibt es für die Sportlichen Progamme mit freundlich bemühten Therapeuten.",2,Negativ,-0.32999999999999996,Negativ
MediClin Klinikum Soltau,"Eine liebevoll geführte Klinik Alles sehr sauber und übersichtlich Hervorragende Therapeuten und Ärzte  Sehr abwechslungsreiches geschmackvolle Mahlzeiten  Gemütlicher Speisesaal, nettes Cafe und ein tolles Schwimmbad  Die ruhige Gegend und der Wald laden zu entspannten Spaziergängen oder anspruchsvollem Nordic Walking ein.  Ich komme gerne wieder hier her, habe hier aufgetankt und mich wohl gefühlt",5,Positiv,0.47000000000000003,Positiv
MediClin Klinikum Soltau,"Ich würde Minussterne vergeben, wenn man könnte. Alles fürchterlich: die Zimmer, das Bett, das Essen und auch die Ärzte!!!",1,Negativ,-0.10000000000000002,Negativ
MediClin Klinikum Soltau,"Super nettes Team hier. Tolle, einfühlsame Ärzte und Schwestern. Auch die Therapeuten sind super. Ich bin orthopädisch hier, aber auch psychisch wird man gut unterstützt Man hat das Gefühl, nicht irgendeine Nummer zu sein. Essen ist mitzelprachtig, aber der Service Mega höflich und sehr bemüht, es alles recht t zu machen Die Zimmer sind sauber Einziges Manko ist der WLAN Preis",5,Positiv,0.33999999999999997,Positiv
MediClin Klinikum Soltau,wirklich zu empfehlen,5,Positiv,1.0,Positiv
MediClin Klinikum Soltau,"Würde am liebsten minus punkte geben. Diese Einrichtung ist nur für Senioren ausgelegt. Wlan ist Geräte gebunden und außerdem überteuert. Dieses Gebäude ist so abgeschirmt, sodass man gezwungen ist dieses auch zu bezahlen. Die Beistellbetten sind nicht einmal IKEA würdig xD Die Zimmer sind so wie es aussieht aus dem letzten Jahrhundert. Die Therapeuten sind frech und respektlos. Hier müsste man komplett umdenken und sanieren",1,Negativ,-0.18571428571428572,Negativ
MediClin Klinikum Soltau,super Therapeuten  immer wieder  gerne,4,Positiv,0.0,Negativ
MediClin Klinikum Soltau,"Ich fühle ich mich zum Teil von einigen Therapeuten und Ärzten mit meinen Nöten und Wehwehchen im Stich gelassen bzw. nicht für voll genommen.Ich Persönlich hatte  manchmal das Gefühl , ich hätte auch mit einer Wand reden können.Was aber nicht die Regel war.Es war zwar im großen und ganzen ok,aber die Erwartung war schon höher gewesen. Das Zimmer war für eine Rehaklinik völlig OK.Zum Essen ist zusagen,also mir hat es geschmeckt und das Angebot war reichlich. Das Fazit:Nicht ganz wie erwartet,aber würde doch wieder eine Reha dort durchführen.",4,Positiv,0.5666666666666667,Positiv
MediClin Klinikum Soltau,Das schlimmste was mir  je unter gekommen ist!,1,Negativ,0.0,Negativ
MediClin Klinikum Soltau,"Vorweg: das Essen ist nicht zu beanstanden. Man fndet etwas, was einem schmeckt. Wer Gourmetkost erwartet, sollte seine Erwartungen herunterschrauben. Dies ist eine Rehaklinik. Der Altersdurchschnitt ergibt sich durch die angebotenen Rehaarten und durch den Umstand, dass es sich hier nicht um eine Rehaklinik der Rentenversicherung handelt. Dort findet man nur Patienten, die noch nicht verrentet, also jünger sind. Viel wichtiger: die Therapie ist unübersichtlich, scheinbar willkürlich und hat kein erkennbares System. Das Therapeutenteam jedoch ist nett und kompetent. Die ärztliche Betreuung ist oberflächlich oder teilweise sogar inkompetent. Zudem möchte ich inhaltlich und sprachlich von einem Arzt verstanden werden - egal, woher er kommt. Das Abschlussgespräch war jedoch ausführlich und hat klare Perspektiven aufgezeigt. Leider ist nicht rund um die Uhr ein fachkundiger Arzt im Haus. Ein externer Bereitschaftsarzt am Wochenende oder nachts ist nach einer Knietep-OP nicht der richtige Ansprechpartner. Ich fühle mich ärztlich nicht gut betreut.",2,Negativ,0.11785714285714285,Positiv
MediClin Klinikum Soltau,"Preis für Wlan ist lächerlich hoch. Eigentlich rein für Schlaganfallpatienten. Alter ist 55+ Dementsprechend sind auch die Anwendungen ausgelegt und wenn man in den 20ern ist, ist man ein wenig unterfordert. Es war nicht möglich ein Gespräch mit einem kompetenten Arzt zu bekommen in der Neurologischen Abteilung!",1,Negativ,0.55,Positiv
MediClin Klinikum Soltau,"Ich war 2005 und 2009 da in der Psychosomatik. 2005 war ok. Aber 2009 eine komplette Katastrophe: die Chef(?)Ärztin war völlig fehl am Platz und hat sich keinen Deut um die Patienten geschert. Das Essen tlw so schlecht, dass man lieber bis zur nächsten Mahlzeit hungerte. Mag sein, dass es jetzt anders ist, aber ich würde nicht nochmal dorthin gehen.",1,Negativ,0.0,Negativ
MediClin Klinikum Soltau,Nie wieder! Eine Neuropsychologin die einen das Leben nur noch schwerer machr,1,Negativ,0.0,Negativ
MediClin Klinikum Soltau,"Teiweise rüdes Personal, lieblose Küche Altersdurchschnitt zu hoch 80 +,gute Therapeuten",3,Positiv,1.0,Positiv
MediClin Klinikum Soltau,Schön gelegen. Wald herum. Viel zum spazieren gehen oder zum Nordic Walking. Stadt zu Fuß erreichbar. Outlet ca. 7 km entfernt. Toll zu shoppen. Im Klinikum sind alle sehr freundlich. Essen geht so. Würde immer wieder hinfahren.,5,Positiv,0.3,Positiv
MediClin Klinikum Soltau,"Ich bin nach einer Hüft -Op in die Reha-Klinik von Soltau gekommen.Nach einem herzlichen und ausführlichen Aufnahmegespräch habe ich mich sofort wohl gefühlt.Ich hatte das Glück ein Ein-Bett-Zimmer zu beziehen,welches nach meinen Bedürfnissen eingerichtet war. Nicht vorhandene Hilsmittel wurden mir sofort zur Verfügung gestellt.Die Schwestern waren immer freundlich zu mir,obwohl sie manchmal sehr viel um die Ohren hatten.Das Essen war zufriedenstellend ! Die Anwendungen waren auf mich abgestimmt und sie waren sehr effektiv.Die Arbeit mit den Therapeuten war offen und herzlich .Kurz und knapp, ich habe mich in der Klinik rundum wohl gefühlt.",4,Positiv,0.8888888888888888,Positiv
MediClin Klinikum Soltau,"Alles Bestens , hab die Klinik vor 6 Monaten nach Hüft - OP für 4 Wochen besucht, war schlichtweg begeistert. Die ärztliche wie auch therapeutische Betreuung - besser geht nicht. Alle waren kompetent , hilfsbereit und humorvoll , die Anwendungen passten ,das Zimmer war sehr gut ! Freies w-lan leider nicht überall.  Lage der Klinik sehr gut - Wald drumherum und Stadtnähe , ca. 1,5 km. Die Küche - OK ,bisschen zu laut im Speisesaal , Kleinigkeiten wird es immer geben, aber ich würde sofort dort wieder hingehen und die Reha - Soltau jedem weiter empfehlen.    Nette Grüsse an Dr. Baden, Dr. Wilms und eine gute Küchenfee !  : )",5,Positiv,0.5555555555555556,Positiv
MediClin Klinikum Soltau,"Nette Ärzte,  skrupellose Pfleger  (aber nicht alle ).",1,Negativ,0.0,Negativ
MediClin Klinikum Soltau,Abgewiesen ohne sich meine sehr schmerzhafte entzündete Wunde anzusehen.,1,Negativ,0.0,Negativ
Krankenhaus Walsrode,"Man muss nur noch auf Papiere warten. Während man wartet, versammelt sich die ganze Belegschaft draußen und macht ein Gruppenfoto. Top!",1,Negativ,0.3333333333333333,Positiv
Krankenhaus Walsrode,"Absolut ungeschultes Krankenhaus-Personal. Weder emotional nützlich noch gehen die richtig auf Aussagen ein. Ich war dort und erklärte meine Symptome und das Personal stellte mich als Lügnerin da, war sehr am weinen weil ich fast ohnmächtig war und schwanger bin und das Personal meinte zu mir sie haben nichts gehen sie nach Hause, starke Mütter weinen nicht. Frechheit!",1,Negativ,0.28125,Positiv
Krankenhaus Walsrode,Bisher habe ich immer sehr gute Erfahrungen hier gemacht. Sowohl die Ärzte als auch die Pflegerinnen und Pfleger waren jederzeit sehr kompetent und fürsorglich.,5,Positiv,1.0,Positiv
Krankenhaus Walsrode,Sogar 1 Stern ist zuviel Krankenhauspersonal was einem die Diagnose auf gebrochenen Deutsch erklärt ohne Worte..Wenn ihr euch schon billige Kräfte sucht dann wenigstens welche die den Patienten auch alles so erklären kann dass die Patienten es auch verstehen... kann NIEMANDEN empfehlen sich da behandeln zu lassen.,1,Negativ,1.0,Positiv
Krankenhaus Walsrode,"Eine Stunde habe ich oben auf den Arzt gewartet, der mir dann sagte, das er meine Ohrenschmerzen nicht behandeln kann und schickte mich in ein anderes KH. Kompetenz ist da wohl ein Fremdwort. Und in der Notaufnahme wird man wohl erst richtig behandelt, wenn man schon einen Zettel am fuss hängen hat. Einzig die geburtstation bzw Kreißsaal sind super nett und lieb 2017 wurde meine Tochter dort geboren.",1,Negativ,0.5,Positiv
Krankenhaus Walsrode,"Lieben Dank für die tolle Betreuung meines Ehemannes. Von Diagnostik, Betreuung bis Op ist alles super gelaufen. Ohne euch wäre er wahrscheinlich nicht mehr hier. Ein dickes Lob an die Station B3, das gesamte Team und an Herrn Dr. Nix. Wir können manche Rezessionen hier nicht nachvollziehen. Wir danken euch herzlich für die tolle Behandlung. Vor allem jetzt in Corona Zeiten waren wir bestens informiert, gerade für die Angehörigen super. Immer wieder gerne!",5,Positiv,0.1625,Positiv
Krankenhaus Walsrode,"Mein Vater (93 Jahre) war 2 Tage bezüglich verschiedener Untersuchungen in der Klinik. Bis auf das Zimmer seiner Meinung nach zu eng war, lobte er besonders die Unterstützung durch das Personal. Ihm wurde seine Tasche ausgepackt, wieder eingepackt und er wurde zum Ausgang durch einen Pfleger geleitet.",4,Positiv,0.0,Negativ
Krankenhaus Walsrode,"Meine Tochter hatte einen Unfall und wurde von Notarzt ins Klinikum gebracht. Wir sind total zufrieden weil meiner Tochter wunderbar geholfen wurde! Da meine Tochter ein akuter Notfall war wurde sie umgehend behandelt! Ich bin absolut zufrieden, alle waren sehr freundlich! Da wir nicht aus Walsrode sind kannte ich mich überhaupt nicht aus aber man war auch sofort bereit zu helfen! Ein grosses Dankeschön an die Ärzte und Schwestern dort und die Sanitäter und dem notarzt für die perfekte Behandlung! Tausend Dank!!!!!!",5,Positiv,0.36250000000000004,Positiv
Krankenhaus Walsrode,"Ich war mit meinem kleinen Sohn in der Kinderklinik und kann nur sagen: wir haben uns in jeder Sekunde gut aufgehoben gefühlt. Das Ärzteteam war sehr kompetent und schnell greifbar (!). Auf der Station war das Personal super freundlich. Sie haben immer gefragt, ob wir etwas brauchen und waren nicht einmal genervt, wenn man den roten Knopf drückt. Ich war sehr positiv überrascht und kann es gut weiterempfehlen. Die Einrichtung ist alt, aber das liegt wohl eher an den fehlenden Geldern.",5,Positiv,0.47500000000000003,Positiv
Krankenhaus Walsrode,Ich bin schon oft als Patient hier gewesen und war unterm Strich immer zufrieden gewesen selbst wenn Mal etwas nicht gleich so läuft wie man es evtl gerne Mal hätte. Ein Krankenhaus ist nun Mal auch kein Wunschkonzert 😀 ich muß aber auch sagen das ich auch schon in Lebens bedrohlichen Situationen hier war und das war dann aber auch alles top. Ich bedanke mich auf diesen Weg bei allen Ärzten Pflegern und Schwestern sowie das ganze andere Personal.,5,Positiv,0.0,Negativ
Krankenhaus Walsrode,"Ich würde gerne mehr Sterne geben, jedoch hat sich dieses Krankenhaus so ins negative entwickelt. 2012 war ich auf der Geburten Station, da ich mein Kind dort zur Welt brachte, es war alles super und ich kam mir sehr gut aufgehoben dort vor. Die Schwestern und Ärzte waren super.  Weihnachten 2020 war ich mit meinem Kind dann stationär auf der Kinder Station, die pfleger dort waren sehr unfreundlich und hatten null Geduld mit meinem Kind ( für dieses war es der erste Aufenthalt im kh und hatte große Angst).  Vor kurzem habe ich mein anderes Kind dort zur Welt gebracht, das OP Team war super lieb und nett. Jedoch auf station war mir so unwohl das ich mich 1 Tag nach OP selbst entlassen habe. Die Schwestern waren bemüht jedoch merkte man ihnen ihre Ungeduld und gereizheit doch stark an.  Es hat sich einiges verändert... Daher gehe ich ungern in dieses kh. Damals war es nicht so, schade eigentlich habe immer nur gutes über das hkk Walsrode erzählt. Dies kann ich jetzt jedoch nicht mehr.  Vorallem auf der Kinderstation sollten sich die pfleger doch überlegen ob dies der richtige Job für Sie ist, und man sollte stark etwas ändern. Wer mit Kindern arbeitet sollte einfühlsam, ruhig und Geduldig sein.",1,Negativ,0.12692307692307692,Positiv
Krankenhaus Walsrode,Unser erstes Kind kam hier vor ein paar Tagen zur Welt. Im großen und ganzen sind wir sehr zur Frieden. Da sich unter der Geburt ein Geburtsstillstand herausstellte wurde unsere kleine Maus per Kaiserschnitt geholt. Ein großes Lob an die betreuenden Hebamme die sich außerordentlich Klasse um meinen Mann und mich gekümmert hat. Alle Ärzte Hebammen und Krankenschwestern waren sehr freundlich ruhig und aufklärend. Ich würde jederzeit wieder dort entbinden.  Auf der Wöchnerinnenstation wurden wir herzlich in Empfang genommen bis auf eine Hebamme waren alle stets bemüht uns in unseren Anliegen weiter zu helfen. Vielen Dank für alles.,4,Positiv,0.3041666666666667,Positiv
Krankenhaus Walsrode,"Mein Sohn ist in dieser Klinik geboren und wir werden uns immer wieder dafür entscheiden! Bisauf sehr wenige Schwestern der Kinderstation sind alle lieb und zuvorkommend und nehmen sich auch bei Stress die Zeit für einen. Die Hebammen sind Klasse ! Wir fühlten uns sehr gut behandelt und aufgehoben, auch von den Ärzten.",5,Positiv,0.6416666666666666,Positiv
Krankenhaus Walsrode,"Freundliche, kompetente Behandlung eines Notfalls",5,Positiv,1.0,Positiv
Krankenhaus Walsrode,"Wir haben uns dieses Mal für Walsrode entscheiden. Beim ersten Kind waren wir in Lüneburg. Ich muss wirklich sagen, dass viele Mitarbeiter sehr unfreundlich in der Zeit waren. Wir hatten ein Familienzimmer für 2 Tage. Das essen wurde sehr selten richtig serviert. Es wurde mit einem sehr grob umgegangen. Nach der OP war kein Arzt da, der einem was zur OP sagen konnte... ich könnte noch sehr vieles aufzählen...Das schönste für mich ist es Papa zu werden... Ich muss mich einfach wohl fühlen können... leider fehlte uns das hier...Es gab auch einige nette Personen, man kann & sollte ja nicht alles schlecht reden... insgesamt aber sehr unorganisiert! Ich hoffe das alles liegt an corona und darn das hier so viel los war. Danke trotzdem, am Ende zählt nur das alle gesund sind!",2,Negativ,0.20925925925925926,Positiv
Krankenhaus Walsrode,"Selbst ein Stern ist noch zuviel, aber dieser  gilt dem Pflegepersonal, die ihre Arbeit korrekt und patientenorientiert ausführen. Macht bloß einen großen Bogen um dieses Krankenhaus!!! Keine Struktur, aber Hauptsache der Rubel rollt. Wenn man noch nicht verrückt ist, spätestens dort wird man es garantiert!!!",1,Negativ,0.45999999999999996,Positiv
Krankenhaus Walsrode,"Die Hebammen und die gesamte Entbindungsstation ist Super. Wir haben uns dort wohl gefunden und eine freundliche und kompetente Atmosphäre aufgefunden. Die nächste Geburt, gerne wieder in Walsrode",5,Positiv,0.6666666666666666,Positiv
Krankenhaus Walsrode,Es kann echt nicht sein das man mit üblen Schmerzen 5 Stunden in der Notaufnahme sitzt. Einfach nur frech,1,Negativ,0.425,Positiv
Krankenhaus Walsrode,Es fehlen einem die Worte... man wird nach Hause geschickt obwohl man Schmerzen hat!!!,1,Negativ,0.0,Negativ
Krankenhaus Walsrode,"Wir haben unser erstes Kind dort bekommen und was soll ich sagen, es hat geklappt. Die Schwestern waren alle nett, sowie auch die Ärzte. Hebammen waren leider viel beschäftigt und hatten nicht die Zeit sich wirklich ausgiebig mit einem zu beschäftigen, kann man aber drüber hinwegsehen. Die zwei größten Manko's sind zum einen die nicht vorhandene Lüftung/Klima (bei über 30 Grad ließ es sich nicht aushalten geschweige denn schlafen) und die Psychiatrie unter der Geburtsstation... Den ganzen Tag und Nacht schreien irgendwelche Bekloppten die wildesten Beleidigungen aus dem Fenster. Zusammen mit den Temperaturen war das Extrem belastend, Grade nach einer Geburt.",4,Positiv,-0.11499999999999999,Negativ
Krankenhaus Walsrode,Das einzige was denen nahe liegt ist euer Geld. Geht besser woanders hin,1,Negativ,0.0,Negativ
Krankenhaus Walsrode,Absolut kinderfeindlicher Verein. Man hat einen geburtsplanungstermin und darf weil man Kinder hat als Mann nicht mit. Wegen der angeblichen Corona Krankheit wo es keinen Beweis für gibt. Wenn man sie mit Tatsachen frontet kommen ausreden. Nicht zu empfehlen dieses Krankenhaus,1,Negativ,-0.2,Negativ
Krankenhaus Walsrode,"Ich lag auf der Station A2 und wurde rundum super betreut und versorgt. Der Anästhesist hat super Arbeit geleistet man merkte von a zu Z nichts , und das im Rücken. Die OP verlief schnell. Kreißsaal sowie die Station top Team,  auch die Dame im aufwachraum super lieb.  Alle aber wirklich alle Hebammen Ärzte und Schwestern sind mit Geduld und Fachlicherkompetenz gesegnet. Danke das mein Sohn bei euch das Licht der Welt erblicken durfte .",5,Positiv,0.45,Positiv
